200,English,Русский,French,Danish,Indonesian,Korean,Swedish,Tuskish,Ukranian,Vietnamese,Hungarian,German,Finnish,Czech,Italian,Norwegian,Chinese Trad,Chinese Simplified,Thai,Japanese,Romanian ,Arabic,Slovak,Spanish,Polish,Dutch,Portugese,hebrew
Kyrgyzstan,Kyrgyzstan,Киргизия,Kirghizistan,Kirgisistan,Kirgizstan,키르기스스탄,Kirgizistan,Kırgızistan,Киргизстан,Kyrgyzstan,Kirgizisztán,Kirgisistan,Kirgisia,Kyrgyzstán,Kirghizistan,Kirgisistan,吉爾吉斯斯坦,吉尔吉斯斯坦,ประเทศคีร์กีซสถาน,キルギス,Kirghiztan,قرغيزستان,Kirgizsko,Kirguistán,Kirgistan,Kirgizië,Quirguistão,קירגיזסטן
Laos,Laos,Лаос,Laos,Laos,Laos,라오스,Laos,Laos,Лаос,Lào,Laosz,Laos,Laos,Laos,Laos,Laos,老撾,老挝,ประเทศลาว,ラオス,Laos,لاوس,Laos,Laos,Laos,Laos,Laos,לאוס
Latvia,Latvia,Латвия,Lettonie,Letland,Latvia,라트비아,Lettland,Letonya,Латвія,Latvia,Lettország,Lettland,Latvia,Lotyšsko,Lettonia,Latvia,拉脫維亞,拉脱维亚,ประเทศลัตเวีย,ラトビア,Letonia,لاتفيا,Lotyšsko,Letonia,Łotwa,Letland,Letónia,לטביה
Lebanon,Lebanon,Ливан,Liban,Libanon,Lebanon,레바논,Libanon,Lübnan,Ліван,Liban,Libanon,Libanon,Libanon,Libanon,Libano,Libanon,黎巴嫩,黎巴嫩,ประเทศเลบานอน,レバノン,Liban,لبنان,Libanon,Líbano,Liban,Libanon,Líbano,לבנון
Liberia,Liberia,Либерия,Liberia,Liberia,Liberia,라이베리아,Liberia,Liberya,Ліберія,Liberia,Libéria,Liberia,Liberia,Libérie,Liberia,Liberia,利比里亞,利比里亚,ประเทศไลบีเรีย,リベリア,Liberia,ليبيريا,Libéria,Liberia,Liberia,Liberia,Libéria,ליבריה
Libya,Libya,Ливия,Libye,Libyen,Libya,리비아,Libyen,Libya,Лівія,Libya,Líbia,Libyen,Libya,Libye,Libia,Libya,利比亞,利比亚,ประเทศลิเบีย,リビア,Libia,ليبيا,Líbya,Libia,Libia,Libië,Líbia,לוב
Liechtenstein,Liechtenstein,Лихтенштейн,Liechtenstein,Liechtenstein,Liechtenstein,리히텐슈타인,Liechtenstein,Lihtenştayn,Ліхтенштейн,Liechtenstein,Liechtenstein,Liechtenstein,Liechtenstein,Lichtenštejnsko,Liechtenstein,Liechtenstein,列支敦斯登,列支敦斯登,ประเทศลิกเตนสไตน์,リヒテンシュタイン,Liechtenstein,ليختنشتاين,Lichtenštajnsko,Liechtenstein,Liechtenstein,Liechtenstein,Liechtenstein,ליכטנשטיין
Lithuania,Lithuania,Литва,Lituanie,Litauen,Lituania,리투아니아,Litauen,Litvanya,Литва,Litva,Litvánia,Litauen,Liettua,Litva,Lituania,Litauen,立陶宛,立陶宛,ประเทศลิทัวเนีย,リトアニア,Lituania,ليتوانيا,Litva,Lituania,Litwa,Litouwen,Lituânia,ליטא
Louisiana,Louisiana,Луизиана,Louisiane,Louisiana,Louisiana,루이지애나 주,Louisiana,Louisiana,Луїзіана,Louisiana,Louisiana,Louisiana,Louisiana,Louisiana,Louisiana,Louisiana,路易斯安那州,路易斯安那州,รัฐลุยเซียนา,ルイジアナ州,Louisiana,لويزيانا,Louisiana,Luisiana,Luizjana,Louisiana,Luisiana,לואיזיאנה
Luxembourg,Luxembourg,Люксембург,Luxembourg,Luxembourg,Luksemburg,룩셈부르크,Luxemburg,Lüksemburg,Люксембург,Luxembourg,Luxemburg,Luxemburg,Luxemburg,Lucembursko,Lussemburgo,Luxembourg,盧森堡,卢森堡,ประเทศลักเซมเบิร์ก,ルクセンブルク,Luxemburg,لوكسمبورغ,Luxembursko,Luxemburgo,Luksemburg,Luxemburg,Luxemburgo,לוקסמבורג
Macedonia,Macedonia,Республика Македония,République de Macédoine,Makedonien,Republik Makedonia,마케도니아 공화국,Makedonien,Makedonya Cumhuriyeti,Республіка Македонія,Cộng hòa Macedonia,Macedónia,Mazedonien,Makedonia,Makedonie,Repubblica di Macedonia,Republikken Makedonia,馬其頓共和國,马其顿共和国,ประเทศมาซิโดเนีย,マケドニア共和国,Republica Macedonia,جمهورية مقدونيا,Macedónsko,República de Macedonia,Macedonia,Macedonië,República da Macedónia,מקדוניה
Madagascar,Madagascar,Мадагаскар,Madagascar,Madagaskar,Madagaskar,마다가스카르,Madagaskar,Madagaskar,Мадагаскар,Madagascar,Madagaszkár,Madagaskar,Madagaskar,Madagaskar,Madagascar,Madagaskar,馬達加斯加,马达加斯加,ประเทศมาดากัสการ์,マダガスカル,Madagascar,مدغشقر,Madagaskar,Madagascar,Madagaskar,Madagaskar,Madagáscar,מדגסקר
Malawi,Malawi,Малави,Malawi,Malawi,Malawi,말라위,Malawi,Malavi,Малаві,Malawi,Malawi,Malawi,Malawi,Malawi,Malawi,Malawi,馬拉維,马拉维,ประเทศมาลาวี,マラウイ,Malawi,مالاوي,Malawi,Malaui,Malawi,Malawi,Malawi,מלאווי
Malaysia,Malaysia,Малайзия,Malaisie,Malaysia,Malaysia,말레이시아,Malaysia,Malezya,Малайзія,Malaysia,Malajzia,Malaysia,Malesia,Malajsie,Malesia,Malaysia,馬來西亞,马来西亚,ประเทศมาเลเซีย,マレーシア,Malaezia,ماليزيا,Malajzia,Malasia,Malezja,Maleisië,Malásia,מלזיה
Maldives,Maldives,Мальдивы,Maldives,Maldiverne,Maladewa,몰디브,Maldiverna,Maldivler,Мальдіви,Maldives,Maldív-szigetek,Malediven,Malediivit,Maledivy,Maldive,Maldivene,馬爾代夫,马尔代夫,ประเทศมัลดีฟส์,モルディブ,Maldive,جزر المالديف,Maldivy,Maldivas,Malediwy,Maldiven,Maldivas,האיים המלדיביים
Mali,Mali,Мали,Mali,Mali,Mali,말리,Mali,Mali,Малі,Mali,Mali,Mali,Mali,Mali,Mali,Mali,馬里共和國,马里共和国,ประเทศมาลี,マリ共和国,Mali,مالي,Mali,Malí,Mali,Mali,Mali,מאלי
Malta,Malta,Мальта,Malte,Malta,Malta,몰타,Malta,Malta,Мальта,Malta,Málta,Malta,Malta,Malta,Malta,Malta,馬耳他,马耳他,ประเทศมอลตา,マルタ,Malta,مالطا,Malta,Malta,Malta,Malta,Malta,מלטה
Marshall Islands,Marshall Islands,Маршалловы Острова,Îles Marshall,Marshalløerne,Kepulauan Marshall,마셜 제도,Marshallöarna,Marshall Adaları,Маршаллові Острови,Quần đảo Marshall,Marshall-szigetek,Marshallinseln,Marshallinsaaret,Marshallovy ostrovy,Isole Marshall,Marshalløyene,馬紹爾群島,马绍尔群岛,สาธารณรัฐหมู่เกาะมาร์แชลล์,マーシャル諸島,Insulele Marshall,جزر مارشال,Marshallove ostrovy,Islas Marshall,Wyspy Marshalla,Marshalleilanden,Ilhas Marshall,איי מרשל
Martinique,Martinique,Мартиника,Martinique,Martinique,Martinik,마르티니크,Martinique,Martinique,Мартиніка,Martinique,Martinique,Martinique,Martinique,Martinik,Martinica,Martinique,馬提尼克,马提尼克,มาร์ตีนิก,マルティニーク,Martinica,مارتينيك,Martinik,Martinica,Martynika,Martinique,Martinica,מרטיניק
Maryland,Maryland,Мэриленд,Maryland,Maryland,Maryland,메릴랜드 주,Maryland,Maryland,Меріленд,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,Maryland,馬里蘭州,马里兰州,รัฐแมริแลนด์,メリーランド州,Maryland,ماريلاند,Maryland,Maryland,Maryland,Maryland,Maryland,מרילנד
Massachusetts,Massachusetts,Массачусетс,Massachusetts,Massachusetts,Massachusetts,매사추세츠 주,Massachusetts,Massachusetts,Массачусетс,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,麻薩諸塞州,麻萨诸塞州,รัฐแมสซาชูเซตส์,マサチューセッツ州,Massachusetts,ماساتشوستس,Massachusetts,Massachusetts,Massachusetts,Massachusetts,Massachusetts,מסצ'וסטס
Mauritania,Mauritania,Мавритания,Mauritanie,Mauretanien,Mauritania,모리타니,Mauretanien,Moritanya,Мавританія,Mauritanie,Mauritánia,Mauretanien,Mauritania,Mauritánie,Mauritania,Mauritania,毛里塔尼亞,毛里塔尼亚,ประเทศมอริเตเนีย,モーリタニア,Mauritania,موريتانيا,Mauritánia,Mauritania,Mauretania,Mauritanië,Mauritânia,מאוריטניה
Mauritius,Mauritius,Маврикий,Maurice,Mauritius,Mauritius,모리셔스,Mauritius,Mauritius,Маврикій,Mauritius,Mauritius,Mauritius,Mauritius,Mauricius,Mauritius,Mauritius,毛里求斯,毛里求斯,ประเทศมอริเชียส,モーリシャス,Mauritius,موريشيوس,Maurícius,Mauricio,Mauritius,Mauritius,Maurícia,מאוריציוס
Mexico,Mexico,Мексика,Mexique,Mexico,Meksiko,멕시코,Mexiko,Meksika,Мексика,México,Mexikó,Mexiko,Meksiko,Mexiko,Messico,Mexico,墨西哥,墨西哥,ประเทศเม็กซิโก,メキシコ,Mexic,المكسيك,Mexiko,México,Meksyk,Mexico,México,מקסיקו
Mexico_California,Baja California,Нижняя Калифорния,Basse-Californie,Baja California,Baja California,바하칼리포르니아 주,Baja California,Aşağı Kaliforniya,Баха-Каліфорнія,Baja California,Alsó-Kalifornia,Baja California,Baja California,Baja California,Bassa California,Baja California,下加利福尼亞州,下加利福尼亚州,รัฐบาฮากาลิฟอร์เนีย,バハ・カリフォルニア州,Baja California,ولاية باها كاليفورنيا,Baja California,Baja California,Kalifornia Dolna,Baja California,Baja California,באחה קליפורניה
Mexico_Central_East,Nuevo León,Нуэво-Леон,Nuevo León,Nuevo León,León Baru,누에보레온 주,Nuevo León,Nuevo León,Нуево-Леон,Nuevo León,Új-León,Nuevo León,Nuevo León,Nuevo León,Nuevo León,Nuevo León,新萊昂州,新莱昂州,รัฐนวยโวเลออง,ヌエボ・レオン州,Nuevo León,ولاية نويفو ليون,Nuevo León,Nuevo León,Nuevo León,Nuevo León,Nuevo León,נואבו לאון
Mexico_Central_West,Nayarit,Наярит,Nayarit,Nayarit,Nayarit,나야리트 주,Nayarit,Nayarit,Наяріт,Nayarit,Nayarit,Nayarit,Nayarit,Nayarit,Nayarit,Nayarit,納亞里特州,纳亚里特州,รัฐนายาริต,ナヤリット州,Nayarit,ولاية ناياريت,Nayarit,Nayarit,Nayarit,Nayarit,Nayarit,נאיאריט
Mexico_East,Mexico — East,Мексика — Восток,Mexique — Est,Mexico — Øst,Meksiko — Timur,멕시코 — 동,Mexiko — Öst,Meksika — Doğu,Мексика — Схід,México — Đông,Mexikó — Kelet,Mexiko — Osten,Meksiko — Itä,Mexiko — Východ,Messico — Est,Mexico — Øst,墨西部哥 - 東部,墨西部哥 - 东部,ประเทศเม็กซิโก — ตะวันออก,メキシコ・東武,Mexic — Est,المكسيك — شرق,Mexiko — Východ,México — Este,Meksyk — Wschód,Mexico — Oost,México — Leste,מקסיקו — מִזְרָח
Mexico_Mexico,Mexico City,Мехико,Mexico,Mexico City,Ciudad de México,멕시코시티,Mexico City,Meksika,Мехіко,Thành phố México,Mexikóváros,Mexiko-Stadt,México,Ciudad de México,Città del Messico,Mexico by,墨西哥城,墨西哥城,เม็กซิโกซิตี,メキシコシティ,Ciudad de México,مدينة مكسيكو,Mexiko,Ciudad de México,Meksyk,Mexico-Stad,Cidade do México,מקסיקו סיטי
Mexico_North,Mexico — North,Мексика — Север,Mexique — Nord,Mexico — Nord,Meksiko — Utara,멕시코 — 북,Mexiko — Nord,Meksika — Kuzey,Мексика — Північ,México — Bắc,Mexikó — Észak,Mexiko — Norden,Meksiko — Pohjoinen,Mexiko — Sever,Messico — Nord,Mexico — Nord,墨西部哥 - 北部,墨西部哥 - 北部,ประเทศเม็กซิโก — เหนือ,メキシコ・北部,Mexic — Nord,المكسيك — شمال,Mexiko — Sever,México — Norte,Meksyk — Północ,Mexico — Noord,México — Norte,מקסיקו — צָפוֹן
Mexico_South,Mexico — South,Мексика — Юг,Mexique — Sud,Mexico — Syd,Meksiko — Selatan,멕시코 — 남,Mexiko — Syd,Meksika — Güney,Мексика — Південь,México — Nam,Mexikó — Dél,Mexiko — Süden,Meksiko — Etelä,Mexiko — Jih,Messico — Sud,Mexico — Sør,墨西部哥 - 南部,墨西部哥 - 南部,ประเทศเม็กซิโก — ใต้,メキシコ・南部,Mexic — Sud,المكسيك — جنوب,Mexiko — Juh,México — Sur,Meksyk — Południe,Mexico — Zuid,México — Sul,מקסיקו — דָרוֹם
Michigan,Michigan,Мичиган,Michigan,Michigan,Michigan,미시간 주,Michigan,Michigan,Мічиган,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,密歇根州,密歇根州,รัฐมิชิแกน,ミシガン州,Michigan,ميشيغان,Michigan,Míchigan,Michigan,Michigan,Michigan,מישיגן
Minnesota,Minnesota,Миннесота,Minnesota,Minnesota,Minnesota,미네소타 주,Minnesota,Minnesota,Міннесота,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,明尼蘇達州,明尼苏达州,รัฐมินนิโซตา,ミネソタ州,Minnesota,مينيسوتا,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,מינסוטה
Missouri,Missouri,Миссури,Missouri,Missouri,Missouri,미주리 주,Missouri,Missouri,Міссурі,Missouri,Missouri,Missouri,Missouri,Missouri,Missouri,Missouri,密蘇里州,密苏里州,รัฐมิสซูรี,ミズーリ州,Missouri,ميزوري,Missouri,Misuri,Missouri,Missouri,Missouri,מיזורי
Moldova,Moldova,Молдавия,Moldavie,Moldova,Moldova,몰도바,Moldavien,Moldova,Молдова,Moldova,Moldova,Moldawien,Moldova,Moldavsko,Moldavia,Moldova,摩爾多瓦,摩尔多瓦,ประเทศมอลโดวา,モルドバ,Republica Moldova,مولدوفا,Moldavsko,Moldavia,Mołdawia,Moldavië,Moldávia,מולדובה
Monaco,Monaco,Монако,Monaco,Monaco,Monako,모나코,Monaco,Monako,Монако,Monaco,Monaco,Monaco,Monaco,Monako,Principato di Monaco,Monaco,摩納哥,摩纳哥,ประเทศโมนาโก,モナコ,Monaco,موناكو,Monako,Mónaco,Monako,Monaco,Mónaco,מונאקו
Mongolia,Mongolia,Монголия,Mongolie,Mongoliet,Mongolia,몽골,Mongoliet,Moğolistan,Монголія,Mông Cổ,Mongólia,Mongolei,Mongolia,Mongolsko,Mongolia,Mongolia,蒙古國,蒙古国,ประเทศมองโกเลีย,モンゴル国,Mongolia,منغوليا,Mongolsko,Mongolia,Mongolia,Mongolië,Mongólia,מונגוליה
Montenegro,Montenegro,Черногория,Monténégro,Montenegro,Montenegro,몬테네그로,Montenegro,Karadağ,Чорногорія,Montenegro,Montenegró,Montenegro,Montenegro,Černá Hora,Montenegro,Montenegro,蒙特內哥羅,蒙特内哥罗,ประเทศมอนเตเนโกร,モンテネグロ,Muntenegru,الجبل الأسود,Čierna Hora,Montenegro,Czarnogóra,Montenegro,Montenegro,מונטנגרו
Montserrat,Montserrat,Монтсеррат,Montserrat,Montserrat,Montserrat,몬트세랫,Montserrat,Montserrat,Монтсеррат,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,蒙塞拉特島,蒙塞拉特岛,มอนต์เซอร์รัต,モントセラト,Montserrat,مونتسرات,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,מונטסראט
Morocco,Morocco,Марокко,Maroc,Marokko,Maroko,모로코,Marocko,Fas,Марокко,Maroc,Marokkó,Marokko,Marokko,Maroko,Marocco,Marokko,摩洛哥,摩洛哥,ประเทศโมร็อกโก,モロッコ,Maroc,المغرب,Maroko,Marruecos,Maroko,Marokko,Marrocos,מרוקו
Morocco_Doukkala-Abda,Doukkala-Abda,Дуккала-Абда,Doukkala-Abda,Doukala-Abda,Doukkala-Abda,두칼라압다 지방,Doukala-Abda,Doukkala-Abda,Дуккала-Абда,"Doukkala-Abda, Ma-Rốc",Doukkala-Abda ,Doukkala-Abda,Doukkala-Abda,Doukkala-Abda,Doukkala-Abda,Doukkala-Abda,杜卡拉-阿卜達大區,杜卡拉-阿卜达大区,ดูกกาลา-แอบดา,ドゥカラ＝アブダ地方,Regiunea Doukkala-Abda,دكالة عبدة,Doukkala-Abda,Dukala-Abda,Dukkala-Abda,Doukala-Abda,Doukkala-Abda,
Morocco_Rabat-Sale-Zemmour-Zaer,Rabat-Salé-Zemmour-Zaer,Рабат-Сале-Заммур-Заер,Rabat-Salé-Zemmour-Zaër,Rabat-Salé-Zemmour-Zaēr,Rabat-Salé-Zemmour-Zaer,라바트살레젬무르자에르 지방,Rabat-Salé-Zemmour-Zaēr,Rabat-Salé-Zemmour-Zaer,Рабат-Сале-Заммур-Заер,"Rabat-Salé-Zemmour-Zaer, Ma-Rốc",Rabat-Salé-Zemmour-Zaer,Rabat-Salé-Zemmour-Zaer,Rabat-Salé-Zemmour-Zaer,Rabat-Salé-Zemmour-Zaer,Rabat-Salé-Zemmour-Zaer,Rabat-Salé-Zemmour-Zaer,拉巴特-薩累-宰穆爾-扎埃爾大區,拉巴特-萨累-宰穆尔-扎埃尔大区,ราบัด-เซล-เซมมัวร์-แซร์,ラバト＝サレ＝ゼムール＝ザイール地方,Regiunea Rabat-Salé-Zemmour-Zaer,الرباط سلا زمور زعير,Rabat-Salé-Zemmour-Zaer,Rabat-Salé-Zemur-Zaer,Rabat-Sala-Zammur-Za'ir,Rabat-Salé-Zemmour-Zaer,Rabat-Salé-Zemmour-Zaer,
Morocco_Southern,Morocco — South,Марокко — Юг,Maroc — Sud,Marokko — Syd,Maroko — Selatan,모로코 — 남,Marocko — Syd,Fas — Güney,Марокко — Південь,Maroc — Nam,Marokkó — Dél,Marokko — Süden,Marokko — Etelä,Maroko — Jih,Marocco — Sud,Marokko — Sør,摩洛哥 - 南部,摩洛哥 - 南部,ประเทศโมร็อกโก — ใต้,モロッコ・南部,Maroc — Sud,المغرب — جنوب,Maroko — Juh,Marruecos — Sur,Maroko — Południe,Marokko — Zuid,Marrocos — Sul,מרוקו — דָרוֹם
Morocco_Western Sahara,Western Sahara,Западная Сахара,Sahara occidental,Vestsahara,Sahara Barat,서사하라,Västsahara,Batı Sahra,Західна Сахара,Tây Sahara,Nyugat-Szahara,Westsahara,Länsi-Sahara,Západní Sahara,Sahara Occidentale,Vest-Sahara,西撒哈拉,西撒哈拉,เวสเทิร์นสะฮารา,西サハラ,Sahara Occidentală,الصحراء الغربية,Západná Sahara,Sahara Occidental,Sahara Zachodnia,Westelijke Sahara,Saara Ocidental,סהרה המערבית
Mozambique,Mozambique,Мозамбик,Mozambique,Mozambique,Mozambik,모잠비크,Moçambique,Mozambik,Мозамбік,Mozambique,Mozambik,Mosambik,Mosambik,Mosambik,Mozambico,Mosambik,莫桑比克,莫桑比克,ประเทศโมซัมบิก,モザンビーク,Mozambic,موزمبيق,Mozambik,Mozambique,Mozambik,Mozambique,Moçambique,מוזמביק
Myanmar,Myanmar,Мьянма,Birmanie,Burma,Myanmar,미얀마,Burma,Myanmar,М'янма,Myanma,Mianmar,Myanmar,Myanmar,Myanmar,Birmania,Myanmar,緬甸,缅甸,ประเทศพม่า,ミャンマー,Birmania,بورما,Mjanmarsko,Birmania,Mjanma,Myanmar,Myanmar,מיאנמר
Nagorno-Karabakh,Nagorno-Karabakh,Нагорный Карабах,Haut-Karabagh,Nagorno-Karabakh,Nagorno-Karabakh,나고르노카라바흐,Nagorno-Karabach,Dağlık Karabağ,Нагірний Карабах,Nagorno-Karabakh,Hegyi-Karabah,Bergkarabach,Vuoristo-Karabah,Náhorní Karabach,Nagorno Karabakh,Nagorno-Karabakh,納戈爾諾-卡拉巴赫,纳戈尔诺-卡拉巴赫,นากอร์โน-คาราบัค,ナゴルノ・カラバフ,Nagorno-Karabah,قرة باغ,Nagorno-Karabakh,Nagorno Karabaj,Górski Karabach,Nagorno-Karabach,Nagorno-Karabakh,נגורנו קרבאך
Namibia,Namibia,Намибия,Namibie,Namibia,Namibia,나미비아,Namibia,Namibya,Намібія,Namibia,Namíbia,Namibia,Namibia,Namibie,Namibia,Namibia,納米比亞,纳米比亚,ประเทศนามิเบีย,ナミビア,Namibia,ناميبيا,Namíbia,Namibia,Namibia,Namibië,Namíbia,נמיביה
Nauru,Nauru,Науру,Nauru,Nauru,Nauru,나우루,Nauru,Nauru,Науру,Nauru,Nauru,Nauru,Nauru,Nauru,Nauru,Nauru,諾魯,诺鲁,ประเทศนาอูรู,ナウル,Nauru,ناورو,Nauru,Nauru,Nauru,Nauru,Nauru,נאורו
